,品番,年,週番号,在庫数（箱）,入庫数（箱）,出庫数（箱）,仕入先名,日量数（箱数）,発注～印刷LT,発注～検収LT,発注～順立装置入庫LT,発注～順立装置出庫LT,発注～回収LT,基準在庫日数,基準在庫日数（基準在庫枚数込み）,基準在庫枚数,箱種類,納入回数（間隔）,納入回数（回数）,納入回数（遅れ）,収容数,納入かんばん数,合計日量数（箱数）,印刷検収LT,検収入庫LT,入庫出庫LT,出庫回収LT,社内LT（検収～回収LT）,不等ピッチ係数,社内LT/設計値LT,社内LT/設計値LT（基準在庫枚数込み）,順立装置在庫量/設計値MIN,順立装置在庫量/設計値MAX,時間稼働率,加工数,使用工程,回収かんばん数,先週からの順立装置在庫量増加率,先週からの社内LT増加率,先週からの回収かんばん増加率,納入数/日量数（箱数）,入庫数/納入数（箱数）,出庫数/入庫数（箱数）,回収数/出庫数（箱数）,回収数/納入数（箱数）,出庫数/納入数（箱数）,便Ave,年＆週番号
118,9056455A042    ,2023,50,10.0,3.0,3.0,（株）ムロコーポレーション,0.49,0.1,0.86,0.99,1.03,2.2,0.93,7.219308176100628,3.0,"箱種類    TP-131 ﾊﾝﾖｳ
箱種類    ＴＰ３３１．５フタアリ
Name: 228, dtype: object",1.0,2.0,3.92,100.0,1.0,0.49,0.76,0.13,0.04,1.1700000000000002,1.3400000000000003,0.0,1.4408602150537635,0.1856133534285242,82.96001327360212,0.1201496873726365,100.0,390.0,,1,0.0,0.0,0.0,2.0408163265306123,3.0,1.0,0.3333333333333333,1.0,3.0,0.245,2023-50
273,9056457A131    ,2023,50,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,,,,,,,2023-50
119,9056457A132    ,2023,50,2.0,4.0,4.0,（株）ムロコーポレーション,0.15,1.1,1.86,1.99,3.355,4.46,0.93,20.602131147540984,3.0,"箱種類    TP-131 ﾊﾝﾖｳ
箱種類      ＴＰ３３１フタナシ
Name: 271, dtype: object",1.0,6.0,5.76,100.0,2.0,0.3,0.7599999999999998,0.1300000000000001,1.365,1.105,2.6,0.0,2.7956989247311825,0.1262005363124935,118.34319526627218,0.0168953601117293,100.0,390.0,,5,0.0,0.0,1.5,6.666666666666667,2.0,1.0,1.25,2.5,2.0,0.024999999999999998,2023-50
120,9056457A133    ,2023,50,1.0,5.0,4.0,（株）ムロコーポレーション,0.22,0.1,0.86,0.99,1.89,2.98,0.93,13.86103448275862,3.0,"箱種類    TP-131 ﾊﾝﾖｳ
箱種類      TP341ﾌﾀﾅｼ
Name: 272, dtype: object",1.0,4.0,8.04,100.0,3.0,0.67,0.76,0.13,0.8999999999999999,1.09,2.12,0.0,2.2795698924731185,0.1529467373187054,20.11263073209976,0.0495573764779401,100.0,390.0,,6,0.0,0.0,2.0,4.477611940298507,1.6666666666666667,0.8,1.5,2.0,1.3333333333333333,0.055,2023-50
121,9056457A134    ,2023,50,7.0,2.0,3.0,（株）ムロコーポレーション,0.89,2.1,2.86,3.0,6.03,7.0,0.93,4.15061191626409,3.0,"箱種類    TP-131 ﾊﾝﾖｳ
箱種類      TP341ﾌﾀﾅｼ
Name: 273, dtype: object",1.0,4.0,8.04,100.0,1.0,0.89,0.7599999999999998,0.1400000000000001,3.03,0.9699999999999998,4.140000000000001,0.0,4.451612903225807,0.9974432887299084,34.801630704981605,0.1996085920459286,100.0,390.0,,1,0.0,0.0,0.0,1.1235955056179776,2.0,1.5,0.3333333333333333,1.0,3.0,0.2225,2023-50
276,9056463A032    ,2023,50,,,,（株）ムロコーポレーション,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.0,0.0,0.0,,,,,,,,2023-50
122,9056463A033    ,2023,50,3.0,4.0,4.0,（株）ムロコーポレーション,0.1,0.1,0.86,0.98,1.03,2.0,0.93,29.09901408450704,3.0,"箱種類    TP-131 ﾊﾝﾖｳ
箱種類      ＴＰ３４１フタナシ
Name: 321, dtype: object",1.0,6.0,4.92,100.0,1.0,0.1,0.76,0.12,0.05,0.97,1.14,0.0,1.2258064516129032,0.0391765850447476,304.054054054054,0.0098659636254068,100.0,390.0,,5,0.0,0.0,4.0,10.0,4.0,1.0,1.25,5.0,4.0,0.016666666666666666,2023-50
123,9056463A034    ,2023,50,3.0,3.0,3.0,（株）ムロコーポレーション,0.04,2.1,2.86,3.0,4.02,5.44,0.93,66.14739130434783,3.0,"箱種類    TP-131 ﾊﾝﾖｳ
箱種類      ＴＰ３４１フタナシ
Name: 322, dtype: object",1.0,6.0,4.92,100.0,1.0,0.04,0.7599999999999998,0.1400000000000001,1.0199999999999996,1.4200000000000008,2.5800000000000005,0.0,2.774193548387097,0.0390038057302861,760.1351351351351,0.0039466216693327,100.0,390.0,,3,0.0,0.0,0.0,25.0,3.0,1.0,1.0,3.0,3.0,0.006666666666666667,2023-50
124,9093003179     ,2023,50,1.0,7.0,5.0,（株）青山製作所,1.594,0.3399999999999999,2.225,2.49,2.995,4.1850000000000005,1.0,1.7032348804500703,1.0,"箱種類    TP-331 ﾊﾝﾖｳ
箱種類       Aﾊﾟﾚﾌﾀﾅｼ
Name: 20, dtype: object",1.0,24.0,19.68,500.0,4.0,4.682,1.885,0.2650000000000001,0.5049999999999999,1.1900000000000004,1.9600000000000004,0.08,1.9600000000000004,1.1507514450867051,7.280687491050821,0.134647417484526,100.0,390.0,7.ファイナル前半,8,0.0,0.0,0.33333333333333326,0.8543357539513028,1.75,0.7142857142857143,1.6,2.0,1.25,0.06641666666666667,2023-50
125,9094906A012    ,2023,50,3.0,24.0,24.0,中庸スプリング（株）,5.194,0.17,1.355,1.65,2.125,2.8150000000000004,0.63,1.2078008898133703,3.0,"箱種類    TP-131 ﾊﾝﾖｳ
箱種類      TP341ﾌﾀﾅｼ
Name: 104, dtype: object",1.0,4.0,8.04,500.0,20.0,25.982,1.185,0.2949999999999999,0.4750000000000001,0.6900000000000004,1.4600000000000004,0.1,2.317460317460318,1.2088085149743515,2.5557058689229577,0.7292339921198576,100.0,390.0,4.TA・カバー・メイン,28,0.0,0.0,0.75,0.7697636825494574,1.2,1.0,1.1666666666666667,1.4,1.2,1.2985,2023-50
126,9155180614     ,2023,50,3.0,11.0,11.0,（株）青山製作所,2.466666666666667,0.32,1.26,1.44,2.16,2.48,1.08,2.2991487632413103,3.0,"箱種類    TP-331 ﾊﾝﾖｳ
箱種類      ＴＰ３３１フタナシ
Name: 21, dtype: object",1.0,2.0,1.06,1500.0,7.0,9.876,0.94,0.1799999999999999,0.7200000000000002,0.3199999999999998,1.22,0.08,1.1296296296296295,0.5306311707642875,11.80792442928365,0.2278840245120001,100.0,390.0,3.ギヤサブ・共通部品,12,0.0,0.0,0.5,0.7087889833940867,1.5714285714285714,1.0,1.0909090909090908,1.7142857142857142,1.5714285714285714,1.2333333333333334,2023-50
127,9155180640     ,2023,50,4.0,6.0,7.0,（株）青山製作所,1.494,0.35,2.21,2.435,4.0,4.9,1.08,3.0786675549633578,3.0,"箱種類    TP-331 ﾊﾝﾖｳ
箱種類      ＴＰ１３１フタナシ
Name: 22, dtype: object",1.0,1.0,0.73,1000.0,4.0,4.482,1.86,0.2250000000000001,1.565,0.9000000000000004,2.6900000000000004,0.08,2.490740740740741,0.8737546201320905,15.476162840185404,0.2346748130216394,100.0,390.0,3.ギヤサブ・共通部品,8,0.0,0.0,1.6666666666666665,0.8924587237840249,1.5,1.1666666666666667,1.1428571428571428,2.0,1.75,1.494,2023-50
128,9161140614     ,2023,50,6.0,19.0,22.0,（株）青山製作所,4.7808,0.32,1.26,1.69,3.53,3.89,1.06,1.6845836109260492,3.0,"箱種類    TP-331 ﾊﾝﾖｳ
箱種類      ＴＰ３３１フタナシ
Name: 23, dtype: object",1.0,1.0,2.28,2500.0,15.0,19.136,0.94,0.4299999999999999,1.84,0.3600000000000003,2.63,0.08,2.481132075471698,1.561216660866264,3.826280732686845,0.6782634084825124,100.0,390.0,3.ギヤサブ・共通部品,22,0.0,0.0,0.1578947368421053,0.7838628762541806,1.2666666666666666,1.1578947368421053,1.0,1.4666666666666666,1.4666666666666666,4.7808,2023-50
129,9167180618     ,2023,50,4.0,8.0,11.0,（株）青山製作所,2.241,0.32,1.26,1.57,4.45,4.57,1.07,2.4024450366422387,3.0,"箱種類    TP-331 ﾊﾝﾖｳ
箱種類      ＴＰ３３１フタナシ
Name: 24, dtype: object",1.0,1.0,2.28,1000.0,5.0,8.97,0.94,0.31,2.88,0.1200000000000001,3.3100000000000005,0.08,3.093457943925234,1.377763049524829,5.441821486487957,0.513157915038601,100.0,390.0,4.TA・カバー・メイン,11,0.0,0.0,0.8333333333333333,0.5574136008918618,1.6,1.375,1.0,2.2,2.2,2.241,2023-50
130,G1144ECB010    ,2023,50,31.0,229.0,267.0,住友電気工業（株）,59.333333333333336,1.16,4.36,4.8,5.1,5.3,0.63,0.6648280365694385,2.0,"箱種類    TP-331 ﾊﾝﾖｳ
箱種類      ＴＰ３３１フタナシ
Name: 99, dtype: object",1.0,6.0,5.76,6.0,244.0,296.16666666666663,3.2,0.4399999999999995,0.2999999999999998,0.2000000000000001,0.9399999999999996,0.0,1.4920634920634912,1.4138994571445402,4.637324645967688,1.772149562728989,100.0,390.0,2.MGケース,301,0.0,0.0,0.11070110701107017,0.8238604389420372,0.9385245901639344,1.165938864628821,1.1273408239700375,1.2336065573770492,1.0942622950819672,9.88888888888889,2023-50
131,G1144ECE010    ,2023,50,49.0,258.0,226.0,矢崎総業（株）,48.875,0.14,3.97,4.2,4.525,4.61,0.58,0.6194137209015889,2.0,"箱種類        TP-331 ﾊﾝﾖｳ
箱種類    ｻﾝﾎﾞｯｸｽ＃24Aﾌﾀｱﾘ
Name: 349, dtype: object",1.0,4.0,4.0,8.0,196.0,245.125,3.83,0.2299999999999999,0.3250000000000002,0.0849999999999999,0.6400000000000001,0.0,1.1034482758620692,1.033235103459521,8.020460358056265,2.1602118606444045,100.0,390.0,2.MGケース,252,0.0,0.0,0.2989690721649485,0.7995920448750637,1.316326530612245,0.875968992248062,1.1150442477876106,1.2857142857142858,1.153061224489796,12.21875,2023-50
132,G1163ECB010    ,2023,50,3.0,21.0,26.0,（株）青山製作所,5.30625,0.315,1.235,1.57,2.09,2.59,1.04,1.2303402331667856,1.0,"箱種類    TP-331 ﾊﾝﾖｳ
箱種類      ＴＰ３３１フタナシ
Name: 25, dtype: object",1.0,1.0,2.28,80.0,20.0,21.4875,0.92,0.3350000000000002,0.5199999999999998,0.5,1.355,0.08,1.3028846153846154,1.101321377187147,1.7236921485822632,0.4112262209493962,100.0,390.0,2.MGケース,28,0.0,0.0,0.4736842105263157,0.9307737056428156,1.05,1.2380952380952381,1.0769230769230769,1.4,1.3,5.30625,2023-50
133,G1163ECE010    ,2023,50,16.0,76.0,83.0,（株）青山製作所,18.09,0.31,1.26,1.57,2.59,2.83,1.03,1.084608999563128,1.0,"箱種類    TP-331 ﾊﾝﾖｳ
箱種類      ＴＰ３３１フタナシ
Name: 26, dtype: object",1.0,2.0,1.06,100.0,71.0,90.42,0.95,0.31,1.0199999999999998,0.2400000000000002,1.57,0.08,1.5242718446601942,1.4475262519787164,8.587053942799487,0.8631593579568866,100.0,390.0,2.MGケース,93,0.0,0.0,0.17721518987341778,0.7852245078522451,1.0704225352112675,1.0921052631578947,1.1204819277108433,1.3098591549295775,1.1690140845070423,9.045,2023-50
134,G117362010     ,2023,50,38.0,166.0,192.0,多摩川精機販売（株）,41.5,0.1,5.11,5.54,6.25,6.55,0.89,0.9139840106595604,1.0,"箱種類    TP-331-5 ﾊﾝﾖｳ
箱種類        TP341ﾌﾀﾅｼ
Name: 100, dtype: object",1.0,4.0,8.04,18.0,159.0,207.66666666666669,5.010000000000001,0.4299999999999997,0.71,0.2999999999999998,1.4399999999999995,0.0,1.6179775280898872,1.5755199031992355,4.051604648683229,2.302806351807263,100.0,390.0,4.TA・カバー・メイン,213,0.0,0.0,0.6640625,0.7656500802568218,1.0440251572327044,1.1566265060240963,1.109375,1.3396226415094339,1.2075471698113207,10.375,2023-50
135,G1174ECB010    ,2023,50,5.0,27.0,30.0,住友電装（株）,7.109999999999999,1.17,4.36,4.87,5.5,5.865,0.89,1.0351168190393267,1.0,"箱種類    TP-362 ﾊﾝﾖｳ
箱種類      ＴＰ３３１フタナシ
Name: 96, dtype: object",1.0,6.0,5.76,50.0,26.0,28.32,3.1900000000000004,0.5099999999999998,0.6299999999999999,0.3650000000000002,1.505,0.0,1.691011235955056,1.4539421757215416,6.241729708136719,0.6424893876843861,100.0,390.0,4.TA・カバー・メイン,36,0.0,0.0,0.24137931034482762,0.9180790960451978,1.0384615384615385,1.1111111111111112,1.2,1.3846153846153846,1.1538461538461537,1.1849999999999998,2023-50
136,G1174ECE010    ,2023,50,11.0,31.0,36.0,住友電装（株）,7.82,3.08,4.36,5.03,6.42,6.77,0.91,1.033167877817465,1.0,"箱種類    TP-362 ﾊﾝﾖｳ
箱種類      ＴＰ３３２フタナシ
Name: 97, dtype: object",1.0,4.0,6.88,50.0,25.0,31.48,1.2800000000000002,0.6699999999999999,1.3899999999999997,0.3499999999999996,2.41,0.0,2.6483516483516474,2.332631561379017,7.140353382580134,1.1595604292160766,100.0,390.0,4.TA・カバー・メイン,41,0.0,0.0,0.28125,0.7941550190597204,1.24,1.1612903225806452,1.1388888888888888,1.64,1.44,1.955,2023-50
137,G1250ECB010    ,2023,50,3.0,12.0,11.0,（株）バルカー,2.4,0.1,5.03,5.42,6.25,6.87,0.87,1.2982655246252677,1.0,"箱種類    TP-332.5ｾﾝﾖｳ
箱種類     ＴＰ３３１．５フタナシ
Name: 125, dtype: object",1.0,1.0,3.05,60.0,9.0,9.55,4.930000000000001,0.3899999999999997,0.8300000000000001,0.6200000000000001,1.84,0.24,2.114942528735632,1.4172755612000856,3.08641975308642,0.5351008543997181,100.0,390.0,2.MGケース,12,0.0,0.0,1.0,0.9424083769633507,1.3333333333333333,0.9166666666666666,1.0909090909090908,1.3333333333333333,1.2222222222222223,2.4,2023-50
138,G1250ECC010    ,2023,50,4.0,16.0,16.0,（株）バルカー,3.5,0.1,5.03,5.35,6.0600000000000005,6.395,0.87,1.163470286133529,1.0,"箱種類    TP-332.5ｾﾝﾖｳ
箱種類       ＴＰ３３２フタナシ
Name: 126, dtype: object",1.0,2.0,6.2,60.0,12.0,14.05,4.930000000000001,0.3199999999999994,0.7100000000000009,0.3349999999999991,1.364999999999999,0.24,1.5689655172413786,1.1732143194960296,3.1746031746031744,0.7843747568282625,100.0,390.0,2.MGケース,18,0.0,0.0,0.8,0.8540925266903914,1.3333333333333333,1.0,1.125,1.5,1.3333333333333333,1.75,2023-50
139,G1250ECE010    ,2023,50,11.0,29.0,30.0,（株）バルカー,6.516666666666667,0.36,5.21,5.45,6.23,6.54,0.88,1.0278014533809583,1.0,"箱種類    TP-332.5ｾﾝﾖｳ
箱種類       ＴＰ１３１フタナシ
Name: 127, dtype: object",1.0,2.0,3.52,60.0,24.0,26.23333333333333,4.85,0.2400000000000002,0.7800000000000002,0.3099999999999996,1.33,0.24,1.5113636363636365,1.2940242452712614,7.468936016114795,0.9951956763358232,100.0,390.0,2.MGケース,33,0.0,0.0,0.26923076923076916,0.914866581956798,1.2083333333333333,1.0344827586206897,1.1,1.375,1.25,3.2583333333333333,2023-50
140,G9201ECB030    ,2023,50,23.0,198.0,202.0,佐藤工業（株）,44.5,1.06,5.02,5.19,5.75,5.92,0.78,0.8264373820925845,2.0,"箱種類       ｻﾝﾎﾞｯｸｽ#20B
箱種類    サンボックス＃２４Ａフタアリ
Name: 68, dtype: object",1.0,4.0,4.0,8.0,189.0,222.125,3.96,0.1700000000000008,0.5599999999999996,0.1699999999999999,0.9000000000000004,0.05,1.1538461538461542,1.0890117261166856,4.134831460674158,1.3154258908202936,100.0,390.0,8.ファイナル後半,222,0.0,0.0,0.5633802816901408,0.8508722566122678,1.0476190476190477,1.02020202020202,1.099009900990099,1.1746031746031746,1.0687830687830688,11.125,2023-50
141,G9201ECE010    ,2023,50,55.0,223.0,226.0,佐藤工業（株）,48.875,1.6,5.02,5.3,6.35,6.67,0.86,0.8994137209015889,2.0,"箱種類       ｻﾝﾎﾞｯｸｽ#20B
箱種類    サンボックス＃２４Ａフタアリ
Name: 69, dtype: object",1.0,4.0,4.0,8.0,182.0,245.125,3.4199999999999995,0.2800000000000002,1.0499999999999998,0.3200000000000003,1.6500000000000004,0.05,1.9186046511627912,1.834528384052236,9.002557544757034,2.324101680123959,100.0,390.0,8.ファイナル後半,248,0.0,0.0,0.5308641975308641,0.7424783273839878,1.2252747252747254,1.0134529147982063,1.0973451327433628,1.3626373626373627,1.2417582417582418,12.21875,2023-50
